failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train
0.0,0.0,0.212547970251224,0.0,0.0,0.0,0.8656716417910447,tensor(0.),0.0,0.0,0.5213260054588318,-0.00857223104685545,0.0,0.0
0.33146067415730335,0.886,0.2308484655639529,0.25436857893602843,0.2820232509959171,0.2163894959737813,0.5384615384615384,tensor(4.6680),0.25333333333333335,0.3883495145631068,0.0729873776435852,-4.435992240905762,0.7128571428571429,2.799202620983124
0.5721153846153846,0.917,0.20812302393400836,1.4684255663017052,1.4957683580701784,1.4359020350402578,0.4836795252225519,tensor(2.2268),0.5789473684210527,0.5663716814159292,0.09345092624425888,-6.240359306335449,0.8231800766283525,0.20851632952690125
0.4444444444444444,0.8786666666666666,0.13821426275882617,2.986782454077545,3.2361684548378413,2.6750499531271736,0.35135135135135137,tensor(1.3662),0.43478260869565216,0.45217391304347826,0.05448116362094879,-9.117130279541016,0.8303952901597981,3.2201839089393616
0.4423963133640553,0.871,0.1860985762479927,2.9310990875890455,3.2052161247764808,2.5586574609756823,0.2853470437017995,tensor(1.2966),0.45652173913043476,0.432,0.04738207533955574,-12.430312156677246,0.8046813480087858,3.3253935053944588
0.48214285714285715,0.8848000000000001,0.20339543607202717,2.92105153710787,3.580053861574926,1.9214412696578358,0.272264631043257,tensor(1.5530),0.5056179775280899,0.4666666666666667,0.05169858783483505,-13.480683326721191,0.8055619703299952,1.8105631154030561
0.39330543933054396,0.886,0.15339418414841016,2.3040614088166853,2.426053049911812,2.1091399822842547,0.24378109452736318,tensor(1.5962),0.40217391304347827,0.3877551020408163,0.0499524362385273,-13.332167625427246,0.806302855836776,0.6982722580432892
0.3898305084745763,0.9113333333333332,0.11104524510362651,2.3253237600291934,2.4131245800871386,2.1776587444771964,0.2106537530266344,tensor(1.3269),0.42045454545454547,0.3716216216216216,0.06036503240466118,-16.202260971069336,0.8264605435680342,1.6151500940322876
0.37815126050420167,0.9159999999999999,0.16826948715527149,2.5360750999663573,2.8533677728286366,2.0325454234675213,0.1792452830188679,tensor(1.6377),0.41304347826086957,0.3561643835616438,0.03908400237560272,-15.618561744689941,0.835438337829833,-0.003980100154876709
0.45689655172413796,0.9276666666666666,0.156936654040432,2.4473609090512665,2.601940576591154,2.1897281298181195,0.1574074074074074,tensor(1.1939),0.5057471264367817,0.42758620689655175,0.04772798717021942,-16.49077606201172,0.864701232786402,1.636812448501587
0.43829787234042555,0.9463333333333332,0.18520278857574926,2.3541388496590567,2.440430744181686,2.1961103199308654,0.15473441108545036,tensor(1.3695),0.46987951807228917,0.42105263157894735,0.03875695914030075,-16.25426483154297,0.8809220342257774,2.4559420347213745
0.41735537190082644,0.9516666666666665,0.20173449961232184,2.0246500336428523,2.0687325102254652,1.9515021878848906,0.13895216400911162,tensor(1.5009),0.43956043956043955,0.40397350993377484,0.057142551988363266,-16.968584060668945,0.8893856905831872,-0.06198275089263916
0.4110169491525424,0.9523333333333331,0.1791051507406709,1.9740260384900523,2.2583692514773666,1.5043805069267342,0.1210762331838565,tensor(1.5248),0.47191011235955055,0.3741496598639456,0.05302385240793228,-18.88874626159668,0.8866385977232347,1.967023253440857
