failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift
0.2823529411764706,0.0,0.27036305947757217,0.3218092668600329,0.33815271076156683,0.30762100237408596,0.5197568389057751,tensor(3.3529)
0.4517766497461929,0.9128571428571428,0.17285796619918792,0.1641107249568119,0.1665019184048207,0.1609599759429649,0.35501355013550134,tensor(1.4630)
0.463768115942029,0.8735714285714286,0.18251307380765314,0.14025910038935446,0.15204804600608035,0.12580813479465852,0.29198966408268734,tensor(1.0111)
0.5246636771300448,0.9028571428571428,0.2661808167973064,0.10890854020567069,0.10698100889682947,0.11209814558577695,0.28865979381443296,tensor(1.0165)
0.5423728813559322,0.9257142857142857,0.32723491313490616,0.0924151970820471,0.10373152090991396,0.07372419031017732,0.3333333333333333,tensor(1.9055)
0.5114155251141552,0.9202857142857144,0.2984233556998544,0.12544983385640374,0.13319211727554572,0.11347630252214949,0.2755102040816326,tensor(0.8184)
0.5565610859728507,0.9257142857142857,0.33231218627133785,0.09973838857901338,0.1106396109532771,0.08089676966053276,0.26582278481012656,tensor(0.7118)
0.508695652173913,0.9492857142857143,0.3451404371531081,0.1052557401577343,0.11808229168246713,0.08601591287063508,0.25,tensor(0.9730)
0.4798206278026906,0.9416666666666667,0.29180397550932835,0.11892881880778008,0.1291667756005912,0.09951658904478737,0.20192307692307693,tensor(0.8804)
0.4533898305084746,0.9116666666666666,0.29796371119075404,0.1271012699273972,0.15033712093151988,0.09604344927832234,0.1655011655011655,tensor(1.8864)
0.375,0.8747619047619046,0.23572793518606228,0.15202609874253498,0.16164173662329195,0.1326699445669854,0.13122171945701358,tensor(0.8539)
0.49193548387096775,0.9419047619047618,0.3405553372095603,0.09284556212803433,0.09944236542057716,0.08291704000087378,0.24069478908188585,tensor(2.3986)
0.32051282051282054,0.913095238095238,0.23770667225029304,0.20585833473732892,0.20643480574754586,0.20491914039484127,0.13636363636363635,tensor(1.0725)
0.37344398340248963,0.8988095238095236,0.3044595704709541,0.15259420973847543,0.154340997903615,0.1490787985561323,0.09409190371991247,tensor(1.0746)
0.4048582995951417,0.9378571428571427,0.32337839276200075,0.1307111677289314,0.13831467378592355,0.11293540356866606,0.09649122807017543,tensor(1.4808)
