failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift
0.40993788819875776,0.0,0.32750943037814606,0.30173076924423164,0.3580621693062624,0.2572915536397406,0.6447368421052632,tensor(7.3928)
0.6432160804020101,0.96,0.3206614235039279,0.11378172584496271,0.12077920315987375,0.10477347918668647,0.5479876160990712,tensor(4.1054)
0.47692307692307695,0.8857142857142857,0.20809273744796392,0.22473213278825793,0.1732794384388723,0.29563645548924045,0.3888888888888889,tensor(3.0233)
0.5525114155251142,0.9014285714285714,0.2752402332704318,0.26336688699161354,0.2954702515475626,0.21177219395526664,0.35501355013550134,tensor(3.0322)
0.5900900900900901,0.9282142857142857,0.30394322355453085,0.09394672279081677,0.09599341287345219,0.09045237386924408,0.39664804469273746,tensor(3.3089)
0.65625,0.9248571428571428,0.32711528892297326,0.08798754157862694,0.09348205402916425,0.08117434613996066,0.5432098765432098,tensor(2.7449)
0.4900990099009901,0.9135714285714285,0.21750166618007355,0.20925369579038142,0.21232978383947915,0.2051045537706683,0.35135135135135137,tensor(4.2372)
0.5868544600938967,0.9330952380952381,0.2111967182022934,0.12854267661716332,0.13856122063754195,0.11374784998241817,0.31926121372031663,tensor(3.2351)
0.5504587155963303,0.9409523809523808,0.1924136274881863,0.1702686445022408,0.16229364166315105,0.18349547847926778,0.28205128205128205,tensor(2.9092)
0.6282051282051282,0.9483333333333334,0.219424006061554,0.10555667099578349,0.11791165412588127,0.085788697987627,0.4409221902017291,tensor(2.8415)
0.330188679245283,0.9073809523809523,0.07835046473108287,0.25780883719457104,0.25746702674576544,0.2583507318085313,0.2594458438287154,tensor(3.4100)
0.459915611814346,0.9116666666666666,0.1370487136056159,0.15879681182242295,0.16386683183329676,0.1508060194139804,0.24688279301745636,tensor(3.3765)
0.3021276595744681,0.8354761904761905,0.09450276300402864,0.23427167016705225,0.2331860365764912,0.2359001205528935,0.17096018735362997,tensor(3.6955)
0.461864406779661,0.8676190476190475,0.0996988727835476,0.19734794266019054,0.20148003411868465,0.1907638408856669,0.17096018735362997,tensor(3.8188)
0.1673469387755102,0.7523809523809524,0.08572446026633695,0.3512077013617389,0.34533176090381384,0.3608113889918961,0.08695652173913043,tensor(3.9730)
0.24497991967871485,0.7276190476190475,0.1200902976583816,0.34824492013658925,0.35488965376094644,0.33542449290841764,0.06609808102345416,tensor(3.4810)
0.11244979919678715,0.6411904761904761,0.15019844918946965,0.33150717454033607,0.34935059993775014,0.3015762674220929,0.041666666666666664,tensor(4.1297)
0.08203125,0.6061904761904762,0.08445276068593686,0.3403182382233274,0.35746108271070237,0.308151327780725,0.016260162601626018,tensor(3.9447)
0.27756653992395436,0.6511904761904762,0.11575504802884792,0.36936335983721913,0.38835317764163985,0.33522209165693057,0.014198782961460446,tensor(3.1539)
0.3269230769230769,0.720952380952381,0.1787671025470158,0.3887200643709792,0.4165144466781947,0.3353173747694747,0.018329938900203666,tensor(3.5551)
0.3488372093023256,0.8185714285714285,0.09979638884854047,0.3359773927625447,0.342817700148763,0.31959665665344267,0.02459016393442623,tensor(3.3743)
0.42248062015503873,0.9045238095238095,0.059390380496532946,0.2930669502921885,0.29240760124516274,0.29470641278749615,0.06609808102345416,tensor(4.2213)
0.3229571984435798,0.9230952380952381,0.047286042989738764,0.2697886980311452,0.26750310987443476,0.2745801719982251,0.06157112526539278,tensor(4.0913)
0.3373493975903614,0.9288095238095238,0.0561246016209302,0.2639057674143046,0.28039972694983384,0.22969607356283628,0.059322033898305086,tensor(3.4680)
0.25,0.9223809523809523,0.04814728367456945,0.2579812367529534,0.2891203672428874,0.1999492208398947,0.05263157894736842,tensor(3.6886)
0.22,0.9114285714285714,0.033347237302945046,0.25315281961007935,0.27385631790498693,0.20391206690867741,0.04821802935010482,tensor(3.0748)
0.3412698412698413,0.9066666666666666,0.06146841416506305,0.3702960403859116,0.39718506130485265,0.31929962140171225,0.059322033898305086,tensor(2.8585)
0.34782608695652173,0.9002380952380951,0.1207879503237711,0.2685188665556572,0.2852460778525616,0.23660257833397777,0.06609808102345416,tensor(3.2171)
0.28063241106719367,0.8807142857142857,0.08654845215733722,0.2820623445339453,0.2887002604747922,0.2693968957272719,0.08225108225108226,tensor(3.0150)
0.38910505836575876,0.8764285714285714,0.13032038185428377,0.24671603020286192,0.25911716062615925,0.22591830105545704,0.09170305676855896,tensor(3.0650)
0.44583333333333336,0.9064285714285714,0.06468685809881043,0.24906490800954756,0.2400370154297401,0.2689262716851242,0.09170305676855896,tensor(3.7293)
0.3373493975903614,0.9061904761904762,0.10607981711262021,0.1698325326375867,0.19668614161828923,0.1298206552563398,0.1013215859030837,tensor(3.1119)
0.43388429752066116,0.9219047619047617,0.09858155314367065,0.20414613297607462,0.20907010241476653,0.1958300957018397,0.09170305676855896,tensor(3.0999)
0.2967479674796748,0.9133333333333333,0.11518404471422142,0.1911483279513486,0.21214359437361896,0.1499166601582147,0.09649122807017543,tensor(3.1745)
0.36213991769547327,0.9157142857142857,0.10765077413407266,0.24747481437990235,0.25610194074356535,0.2322793077166325,0.08459869848156182,tensor(2.9693)
0.18699186991869918,0.8842857142857143,0.062421433426030036,0.2455052429321325,0.25992838421857545,0.2196091483496554,0.08459869848156182,tensor(2.8337)
0.25,0.8271428571428572,0.05309493853195913,0.23593165798353583,0.24712714314381518,0.2136755730263543,0.07066381156316917,tensor(2.8483)
0.2540983606557377,0.8264285714285713,0.0614740096530413,0.2494552618836049,0.2666147363947588,0.21078924598513812,0.06609808102345416,tensor(3.1409)
0.2388663967611336,0.8188095238095237,0.04126443009335574,0.24509951771958613,0.2607856473659594,0.21295263474059878,0.07066381156316917,tensor(3.4232)
0.23828125,0.8304761904761904,0.043674220021307004,0.2586433720924041,0.2767881919959866,0.22339653802682424,0.059322033898305086,tensor(2.7047)
0.24,0.8335714285714286,0.05209622294057004,0.26958133601725515,0.2855296399655969,0.2397011803439253,0.06382978723404255,tensor(2.3400)
0.2619047619047619,0.8326190476190476,0.05326757051608563,0.25418890228219493,0.27958906030793673,0.20338858623071127,0.06382978723404255,tensor(2.9331)
0.3411764705882353,0.8516666666666666,0.03080779218602161,0.2854262877385681,0.3016156241954517,0.252469424237055,0.07758620689655173,tensor(2.6139)
0.3333333333333333,0.8609523809523809,0.029189871619298147,0.2686111166107491,0.2899541724203303,0.23516632812563273,0.07066381156316917,tensor(2.0465)
0.24803149606299213,0.8661904761904762,0.051212424539542424,0.2962164341027108,0.3188493347434613,0.2563628481918238,0.07758620689655173,tensor(2.3140)
0.33992094861660077,0.8745238095238095,0.06264331208375641,0.2826584523474458,0.2991748753271797,0.2532555894604471,0.07526881720430108,tensor(1.2034)
0.28,0.8730952380952379,0.05594637652967433,0.2665691838326876,0.2828106320030421,0.23961529112443922,0.07066381156316917,tensor(0.9093)
