failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train,balanced_acc,cohen_acc
0.0,0.0,0.212547970251224,0.0,0.0,0.0,1.2935779816513762,tensor(0.),0.0,0.0,0.572381854057312,0.039841316640377045,0.0,0.0,0.0,0.0
0.8373493975903614,0.994,0.37902549886375936,0.4502636993695452,0.4724563007515335,0.4280710979875568,1.262443438914027,tensor(1.7635),0.6746987951807228,1.0,0.36940768361091614,-1.0735901594161987,0.6,0.7576640248298645,0.9946808510638299,0.9878191385694797
1.0,0.977,0.2661816351579067,0.4929353264356577,0.6368992558946232,0.3709894097174752,1.173913043478261,tensor(1.5189),1.0,1.0,0.39012983441352844,-2.0550472736358643,0.7610700909577315,0.7547455430030823,0.9792699069315001,0.9535456250297621
0.7953216374269005,0.9286666666666666,0.201964485861575,0.47857192650900326,0.7585160227725323,0.243780103836366,0.937984496124031,tensor(1.2074),0.6344086021505376,0.9871794871794872,0.4318133592605591,-2.848623275756836,0.7936947600030348,0.6706522013992071,0.9356211201568975,0.857838534966994
0.5932203389830508,0.8915,0.19632709634449133,0.5384166580537506,0.7717212597999987,0.3128888763657113,0.7605633802816901,tensor(1.0321),0.35555555555555557,0.8390804597701149,0.4465387463569641,-3.4580719470977783,0.7732980548180745,0.534960001707077,0.9000724076508191,0.7855801074371941
0.38974358974358975,0.8628,0.18913727658591642,0.5620788997635963,0.7849937172303108,0.30731910837306536,0.6129032258064516,tensor(0.8194),0.2087912087912088,0.5480769230769231,0.45134252309799194,-3.9616246223449707,0.7692211977668494,0.3991113305091858,0.8707102433087385,0.729934948358951
0.3368421052631579,0.8336666666666666,0.1970765360778641,0.5660562343417851,0.6754015663816421,0.4250929749651022,0.4880952380952381,tensor(0.7594),0.24096385542168675,0.411214953271028,0.4528622031211853,-4.417778491973877,0.7410772571615698,0.37327802181243896,0.8383972582425536,0.6716819408040181
0.2777777777777778,0.8463333333333333,0.19146959021749105,0.5132616260799734,0.6608485287311023,0.32877799776606215,0.4492753623188406,tensor(0.6030),0.20833333333333334,0.3333333333333333,0.44207945466041565,-4.800332546234131,0.7824697004464836,0.3069854974746704,0.8430169806262888,0.6899288427834926
0.28703703703703703,0.873,0.19384204501312058,0.6361530978495845,0.8947289130407095,0.2809665385211153,0.42045454545454547,tensor(0.6316),0.10989010989010989,0.416,0.43428754806518555,-5.139550685882568,0.8143279934935421,0.2527357339859009,0.8616056502694881,0.7366036230012507
0.32558139534883723,0.907,0.18781375612952114,0.5975297296856601,0.7712791218874847,0.3467777659398457,0.4005602240896359,tensor(0.5356),0.19318181818181818,0.41732283464566927,0.4458508789539337,-5.4223737716674805,0.85897847743366,0.2720840573310852,0.8888325506181274,0.799228312269079
0.33490566037735847,0.9319999999999999,0.19622055231766852,0.6494579397670069,0.8213304683290495,0.3823307568211823,0.3850415512465374,tensor(0.5197),0.1927710843373494,0.4263565891472868,0.4520684778690338,-5.739380359649658,0.8851063295384696,0.30594319105148315,0.9108595513247146,0.8468249061366933
0.27102803738317754,0.9543333333333333,0.15004005805448187,0.5563973809570159,0.7530845707850471,0.3404271333027075,0.3850415512465374,tensor(0.5235),0.18627450980392157,0.3482142857142857,0.44818028807640076,-6.04821252822876,0.8878731946952534,0.2534213066101074,0.9365541166202991,0.8933119099027977
0.3022222222222222,0.9706666666666667,0.15983009924608305,0.6781414127533633,0.8983117510356389,0.3478859053299493,0.3774104683195592,tensor(0.6124),0.16666666666666666,0.3925925925925926,0.4432130753993988,-6.3866071701049805,0.8736092677529346,0.18099617958068848,0.9561229695396689,0.9294539034220659
0.3051643192488263,0.9483333333333333,0.1415537263506816,0.6039947539148057,0.7676369130773808,0.3090082301612159,0.32978723404255317,tensor(0.6283),0.13157894736842105,0.40145985401459855,0.4345763325691223,-6.628555774688721,0.8802993265430176,0.1611570119857788,0.9170827011454733,0.8685275925027685
0.31363636363636366,0.9433333333333332,0.145367061280034,0.6105323709269562,0.7502541411000664,0.3404036152589435,0.3157894736842105,tensor(0.4144),0.17333333333333334,0.38620689655172413,0.4569689929485321,-6.828522682189941,0.8738122207661048,0.2187976837158203,0.9099687416202424,0.8530568269716848
0.31555555555555553,0.9246666666666666,0.1380494474544498,0.6386041077385917,0.8046446237927296,0.3702362969069035,0.29198966408268734,tensor(0.7093),0.18604651162790697,0.39568345323741005,0.46605485677719116,-7.007143497467041,0.8476058147426195,0.17845332622528076,0.8811521050163359,0.7990389343459375
0.22321428571428573,0.9353333333333332,0.12602496569546226,0.5308986036624296,0.6666663034575443,0.3287555839674813,0.27877237851662406,tensor(0.5216),0.1111111111111111,0.29850746268656714,0.4621347486972809,-7.235599040985107,0.8631269922514371,0.1431199312210083,0.8936408119669511,0.8242989579683615
0.18141592920353983,0.9146666666666667,0.12982205287407925,0.6057613917591361,0.718491866617245,0.3918625420283655,0.2345679012345679,tensor(0.7453),0.11538461538461539,0.21621621621621623,0.4381389617919922,-7.449346542358398,0.8300776469843816,0.10587644577026367,0.8502495864349453,0.7548907093313716
0.24892703862660945,0.9253333333333333,0.12396673908864109,0.6085290011892759,0.7488077447509451,0.31874264935793334,0.21359223300970873,tensor(0.8064),0.11842105263157894,0.31210191082802546,0.4322955310344696,-7.64934778213501,0.8425115659272787,0.12077689170837402,0.8587844907324063,0.7766010844253181
0.24789915966386555,0.9256666666666666,0.12688801675164804,0.6184836514380259,0.7158217985374289,0.4584164762078967,0.1848341232227488,tensor(0.4274),0.15555555555555556,0.30405405405405406,0.4408837556838989,-7.828615188598633,0.8375718023833373,0.08959364891052246,0.8463032005575137,0.7620705993664056
0.3305439330543933,0.9410000000000001,0.13036622619217303,0.5270486509992884,0.5882003776086056,0.41625611102476084,0.19617224880382775,tensor(0.7365),0.24705882352941178,0.37662337662337664,0.4505777955055237,-8.073043823242188,0.8437192300186573,0.09879624843597412,0.8831315455826249,0.8093895494500827
0.25316455696202533,0.9543333333333333,0.13489166424036594,0.5257168067904143,0.6355419378642794,0.3256781751915889,0.20772946859903382,tensor(0.5442),0.08333333333333333,0.3464052287581699,0.4538479149341583,-8.26094913482666,0.8251720524428561,0.08687567710876465,0.9146871914370648,0.8478559717253682
0.2222222222222222,0.9333333333333332,0.11391528229882825,0.5192573728704004,0.6133891900020125,0.3630841308111347,0.20481927710843373,tensor(0.6256),0.125,0.2808219178082192,0.4583337903022766,-8.424593925476074,0.8081211752621786,0.0709066390991211,0.8798729387851916,0.7699543014274641
0.25217391304347825,0.9126666666666666,0.11364161470875837,0.6428318029538413,0.7710066924848518,0.4282133832740093,0.1415525114155251,tensor(0.6670),0.1511627906976744,0.3125,0.4787018597126007,-8.584178924560547,0.8028554535083277,0.14299297332763672,0.792459069816302,0.6554211714988595
0.1762295081967213,0.8696666666666666,0.11006695104582485,0.4947532915923313,0.6337432739247348,0.272960766593815,0.07066381156316917,tensor(0.5261),0.07446808510638298,0.24,0.4745044410228729,-8.716219902038574,0.7842713556571193,0.045842647552490234,0.6430245372637539,0.3718340869068504
0.18326693227091634,0.8786666666666667,0.11065183442847026,0.489020447984945,0.524241656360193,0.42490993386370707,0.05263157894736842,tensor(0.6149),0.12359550561797752,0.21604938271604937,0.4700799584388733,-8.79879093170166,0.800573398227948,0.011096000671386719,0.6399639683260298,0.3560130939963568
0.20634920634920634,0.9023333333333332,0.10175260164900694,0.48522779552267226,0.556441524038201,0.3548026522863665,0.05485232067510549,tensor(0.4449),0.0898876404494382,0.26993865030674846,0.46398305892944336,-8.845442771911621,0.8211964795684975,0.00585627555847168,0.7067556942558957,0.4748855754994266
0.1891891891891892,0.911,0.13067312442831724,0.509589550914481,0.6028062753729672,0.34866804763877934,0.07296137339055794,tensor(0.4573),0.10526315789473684,0.23780487804878048,0.44057697057724,-8.797296524047852,0.8366887111444541,-0.07254433631896973,0.7596042239581622,0.5072149070391121
0.18473895582329317,0.9296666666666666,0.12101451615411778,0.5270527637982857,0.5517349778597366,0.48027135807716315,0.07296137339055794,tensor(0.4472),0.11627906976744186,0.22085889570552147,0.4498845934867859,-8.766327857971191,0.8517054075033224,-0.02657485008239746,0.7910783571008209,0.5636802903689531
0.19607843137254902,0.9606666666666666,0.11254797408201761,0.4221121246486814,0.49311432973192276,0.2919414153294053,0.06157112526539278,tensor(0.2462),0.12222222222222222,0.23636363636363636,0.4737662971019745,-8.819573402404785,0.8787613591252238,0.041681528091430664,0.8385416140417707,0.6998402829000665
0.19444444444444445,0.9463333333333332,0.11586375894783214,0.40202613957803535,0.512311618596317,0.22579676588902872,0.09409190371991247,tensor(0.5223),0.10309278350515463,0.25161290322580643,0.4671643078327179,-8.832526206970215,0.8678066281312353,0.030051231384277344,0.8650761205336923,0.6045178307021796
0.17269076305220885,0.891,0.143364128757987,0.44602219344019794,0.46418697733694114,0.4103413679287386,0.17096018735362997,tensor(0.3891),0.19047619047619047,0.16363636363636364,0.451038658618927,-8.821285247802734,0.8494347712851251,0.015550851821899414,0.839124635476936,0.4247922116079281
0.14285714285714285,0.917,0.1077513356931384,0.48177021987749286,0.5478556579026544,0.3796381792931524,0.13378684807256236,tensor(0.4978),0.1717171717171717,0.12418300653594772,0.4411303699016571,-8.743947982788086,0.8781062645282416,-0.06817054748535156,0.8132503714644611,0.5102045981164725
0.11934156378600823,0.9353333333333331,0.09718587591890974,0.4130941664421813,0.5166862884900633,0.22053469251788357,0.11358574610244988,tensor(0.6790),0.08235294117647059,0.13924050632911392,0.4208160936832428,-8.637601852416992,0.8997098407980302,-0.1176149845123291,0.8268800350616019,0.6075557550708739
0.136,0.9470000000000001,0.06788871047824237,0.4034869097617992,0.4735854956386477,0.2744417857612371,0.09649122807017543,tensor(0.6406),0.07954545454545454,0.16666666666666666,0.4164193272590637,-8.58071231842041,0.8846840264979425,-0.10221433639526367,0.8334208910024156,0.673386385626848
0.13654618473895583,0.953,0.05753835031027002,0.3619632570639321,0.37584322523911623,0.33565587552259435,0.08225108225108226,tensor(0.4375),0.12790697674418605,0.1411042944785276,0.40589794516563416,-8.480264663696289,0.8946038834839802,-0.10197329521179199,0.8292093431562396,0.7107382533216068
0.15873015873015872,0.9473333333333331,0.05887274728957642,0.4514545378225812,0.5180749421745351,0.3294418871555201,0.06157112526539278,tensor(0.4069),0.15730337078651685,0.15950920245398773,0.4080907702445984,-8.367374420166016,0.9104361067845583,-0.15490007400512695,0.7739808776943045,0.660737410682549
0.23412698412698413,0.9406666666666667,0.08040980879968629,0.3061834947242055,0.35255829354736723,0.22553167068392405,0.04602510460251046,tensor(0.5201),0.20652173913043478,0.25,0.43306344747543335,-8.34992790222168,0.9111769779909357,0.014812231063842773,0.7310358767278307,0.584043826699639
