topk_continual_k-0.5_c-0,topk_continual_k-0.5_c-0.0001,topk_continual_k-0.5_c-0.001,topk_continual_k-0.5_c-0.01,topk_continual_k-0.25_c-0,topk_continual_k-0.25_c-0.0001,topk_continual_k-0.25_c-0.001,topk_continual_k-0.25_c-0.01,topk_continual_k-0.75_c-0,topk_continual_k-0.75_c-0.0001,topk_continual_k-0.75_c-0.001,topk_continual_k-0.75_c-0.01,topk_continual_k-0.5_c-0.1,topk_continual_k-0.5_c-1e-05,topk_continual_k-0.5_c-1e-06,topk_continual_k-0.5_c-0.0005,topk_continual_k-0.5_c-0.0003,topk_continual_k-0.5_c-0.0002,topk_continual_k-0.5_c-0.00025
0.3,0.1646090534979424,0.5959595959595959,0.5,0.875,1.0,0.4,0.2222222222222222,0.75,1.0,0.2,0.1666666666666666,1.0,0.2815126050420168,0.2926829268292683,0.5859872611464968,0.6335403726708074,0.3396226415094339,0.3755868544600939
0.4625,0.1290322580645161,0.5631578947368421,0.4923076923076923,1.0,0.6,0.6,0.1428571428571428,0.5,0.25,0.5,0.3333333333333333,1.0,0.2782258064516129,0.3414634146341463,0.515527950310559,0.5555555555555556,0.3478260869565217,0.4225352112676056
0.3837209302325581,0.1795918367346938,0.5969387755102041,0.543859649122807,0.8888888888888888,0.7,0.8,0.0,1.0,0.0,0.6,0.5,1.0,0.2672064777327935,0.3238866396761133,0.625,0.5705521472392638,0.3318181818181818,0.3333333333333333
0.3333333333333333,0.1504065040650406,0.5958549222797928,0.5068493150684932,1.0,0.7777777777777778,0.6,0.3,0.75,1.0,0.0,0.0,1.0,0.196,0.3387096774193548,0.5222929936305732,0.5900621118012422,0.3568281938325991,0.3378378378378378
0.3095238095238095,0.1463414634146341,0.6069364161849711,0.603448275862069,0.75,0.6,0.5,0.2222222222222222,0.6,0.5,0.0,0.25,1.0,0.176,0.3360323886639676,0.5621301775147929,0.621301775147929,0.3018018018018018,0.3459715639810427
0.3461538461538461,0.1300813008130081,0.5863874345549738,0.4852941176470588,0.8333333333333334,0.7,0.4,0.1428571428571428,1.0,0.6,0.3333333333333333,0.75,0.9824561403508772,0.104,0.3870967741935484,0.6013513513513513,0.5977011494252874,0.2620087336244541,0.2909090909090909
0.4444444444444444,0.1387755102040816,0.6192893401015228,0.6229508196721312,0.875,0.8,0.7,0.3333333333333333,1.0,0.5,0.6666666666666666,0.0,1.0,0.028,0.372,0.6073619631901841,0.6436781609195402,0.252212389380531,0.3515981735159817
0.3908045977011494,0.1169354838709677,0.6597938144329897,0.5961538461538461,0.875,0.8,0.4,0.2,1.0,0.8,0.0,0.25,1.0,0.052,0.264,0.5822784810126582,0.5621301775147929,0.2444444444444444,0.2454545454545454
0.3707865168539326,0.1300813008130081,0.6063829787234043,0.4464285714285714,1.0,0.8,0.6,0.1111111111111111,1.0,0.6,0.3333333333333333,0.0,1.0,0.064,0.372,0.5555555555555556,0.5555555555555556,0.2324561403508772,0.2850877192982456
0.4457831325301205,0.1133603238866396,0.5477386934673367,0.5272727272727272,0.7,0.9,1.0,0.2,0.6666666666666666,0.3333333333333333,0.2,0.3333333333333333,1.0,0.152,0.38,0.5743243243243243,0.6666666666666666,0.2051282051282051,0.2663755458515284
0.3809523809523809,0.1300813008130081,0.5927835051546392,0.5,1.0,0.6666666666666666,0.6,0.1111111111111111,1.0,0.75,0.3333333333333333,0.0,1.0,0.228,0.321285140562249,0.5769230769230769,0.5617977528089888,0.1826086956521739,0.2396313364055299
0.2682926829268293,0.1673469387755102,0.6188118811881188,0.4210526315789473,0.875,0.7,0.7,0.1428571428571428,0.5,0.5,0.0,0.0,1.0,0.224,0.384,0.6035502958579881,0.536144578313253,0.2027027027027027,0.2352941176470588
0.4044943820224719,0.1463414634146341,0.62,0.5102040816326531,0.75,1.0,0.6,0.0,0.6666666666666666,0.5,0.0,0.0,1.0,0.216,0.372,0.5864197530864198,0.5942857142857143,0.1848739495798319,0.2544642857142857
0.3444444444444444,0.1358024691358024,0.6187845303867403,0.4716981132075472,0.875,0.9,0.7,0.1111111111111111,0.5,1.0,0.5,1.0,1.0,0.256,0.408,0.5348837209302325,0.5964912280701754,0.1733333333333333,0.2831050228310502
0.2470588235294117,0.1646586345381526,0.5852272727272727,0.5344827586206896,1.0,0.875,0.7,0.0,0.75,0.6,0.0,0.0,1.0,0.212,0.412,0.525,0.5944444444444444,0.1673640167364016,0.2645739910313901
0.3181818181818182,0.1382113821138211,0.6082474226804123,0.5471698113207547,0.8571428571428571,0.8,0.4,0.4444444444444444,0.6666666666666666,0.5,0.0,0.0,1.0,0.224,0.3734939759036144,0.6,0.6071428571428571,0.1652892561983471,0.2360515021459227
0.388235294117647,0.1097560975609756,0.6313131313131313,0.5161290322580645,1.0,0.5555555555555556,0.9,0.1428571428571428,0.5,1.0,0.4,0.25,1.0,0.2369477911646586,0.412,0.5705128205128205,0.639751552795031,0.1440677966101695,0.2794759825327511
0.4482758620689655,0.1265306122448979,0.5934065934065934,0.5245901639344263,1.0,0.7,0.6,0.2222222222222222,1.0,0.3333333333333333,0.2857142857142857,0.25,1.0,0.276,0.352,0.6346153846153846,0.611764705882353,0.1506276150627615,0.2456140350877192
0.3626373626373626,0.1270491803278688,0.6117021276595744,0.5964912280701754,0.8888888888888888,1.0,0.8,0.1666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,0.2995951417004048,0.344,0.5029940119760479,0.6518987341772152,0.1853448275862069,0.3165137614678899
0.3555555555555555,0.1193415637860082,0.578125,0.5333333333333333,0.8571428571428571,0.7777777777777778,0.6,0.0,0.6666666666666666,0.2857142857142857,0.1666666666666666,0.0,1.0,0.3373493975903614,0.448,0.5960264900662252,0.5813953488372093,0.1799163179916318,0.2608695652173913
0.3132530120481928,0.1497975708502024,0.51,0.5714285714285714,0.8571428571428571,0.9,1.0,0.1111111111111111,0.6666666666666666,0.75,0.0,0.0,1.0,0.3346774193548387,0.456,0.58125,0.6,0.1538461538461538,0.2256637168141592
0.3186813186813186,0.1219512195121951,0.6321243523316062,0.5384615384615384,0.8333333333333334,0.9,0.7,0.2857142857142857,0.2,0.6666666666666666,0.6,0.0,1.0,0.3266129032258064,0.428,0.6535947712418301,0.5371428571428571,0.1228813559322034,0.2723214285714285
0.2795698924731182,0.1138211382113821,0.582089552238806,0.5897435897435898,1.0,0.6,0.9,0.4444444444444444,1.0,0.6666666666666666,0.0,0.2857142857142857,1.0,0.348,0.4618473895582329,0.6118421052631579,0.6094674556213018,0.2148760330578512,0.2782608695652174
0.3152173913043478,0.1169354838709677,0.5380116959064327,0.5172413793103449,0.8571428571428571,0.8,0.5,0.25,0.3333333333333333,0.5,0.3333333333333333,0.4,1.0,0.3495934959349593,0.4216867469879518,0.6081081081081081,0.5903614457831325,0.1924686192468619,0.2837837837837837
0.3636363636363636,0.1544715447154471,0.5684210526315789,0.492063492063492,1.0,0.7,0.5,0.25,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.2891566265060241,0.408,0.5555555555555556,0.5823529411764706,0.1875,0.2331838565022421
0.3068181818181818,0.1475409836065573,0.6097560975609756,0.5263157894736842,1.0,0.8888888888888888,0.5,0.5,0.5714285714285714,0.0,0.25,0.0,1.0,0.252,0.3895582329317269,0.5234899328859061,0.5238095238095238,0.1652892561983471,0.223175965665236
0.3888888888888889,0.1411290322580645,0.585635359116022,0.5,0.875,0.7,0.3,0.1428571428571428,0.5,0.25,0.0,0.0,1.0,0.192,0.4233870967741935,0.6538461538461539,0.6358381502890174,0.2184873949579832,0.2576419213973799
0.3255813953488372,0.1551020408163265,0.6502732240437158,0.5454545454545454,1.0,0.8,0.5,0.4285714285714285,0.6,0.8,0.0,0.0,1.0,0.2128514056224899,0.4578313253012048,0.5792682926829268,0.6046511627906976,0.1666666666666666,0.2699115044247787
0.3258426966292135,0.1491935483870967,0.6476683937823834,0.5964912280701754,0.8571428571428571,0.7,0.6,0.2222222222222222,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.216,0.432,0.5827814569536424,0.6451612903225806,0.2222222222222222,0.2117117117117117
0.3563218390804598,0.1325301204819277,0.5767195767195767,0.4126984126984127,0.75,0.9,0.6,0.4,1.0,0.5,0.2,0.5,1.0,0.272,0.3975903614457831,0.6139240506329114,0.6257668711656442,0.1673640167364016,0.2079646017699115
0.3655913978494624,0.1606425702811245,0.6,0.6440677966101694,1.0,0.8,0.5,0.2857142857142857,0.5,0.75,0.0,0.0,1.0,0.2701612903225806,0.4016064257028112,0.6516129032258065,0.6024844720496895,0.1297071129707113,0.2660944206008583
0.2808988764044944,0.1376518218623481,0.6020408163265306,0.4363636363636363,1.0,0.8,0.8,0.4285714285714285,0.8333333333333334,0.5,0.0,0.3333333333333333,1.0,0.2764227642276423,0.448,0.6047904191616766,0.6211180124223602,0.1631799163179916,0.2577777777777778
0.2934782608695652,0.1659919028340081,0.5454545454545454,0.5076923076923077,0.875,0.7,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.2793522267206478,0.388,0.6025641025641025,0.6060606060606061,0.1882845188284518,0.2374429223744292
0.2413793103448276,0.1451612903225806,0.5916230366492147,0.6,0.875,0.9,0.7,0.2222222222222222,0.7142857142857143,1.0,1.0,0.0,1.0,0.2730923694779116,0.4453441295546558,0.5578231292517006,0.6369426751592356,0.1652542372881356,0.253393665158371
0.2903225806451613,0.1325301204819277,0.5641025641025641,0.5555555555555556,1.0,0.75,0.8,0.125,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,1.0,0.2570281124497992,0.428,0.5864197530864198,0.6064516129032258,0.1747967479674796,0.2544642857142857
0.2631578947368421,0.1382113821138211,0.581151832460733,0.5735294117647058,0.875,0.9,0.7,0.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.3225806451612903,0.3493975903614458,0.610062893081761,0.6071428571428571,0.200836820083682,0.2888888888888888
0.2967032967032967,0.1707317073170731,0.5729166666666666,0.5972222222222222,1.0,0.8,0.8,0.25,0.8,0.5,0.0,0.0,1.0,0.288,0.4,0.6193548387096774,0.6012269938650306,0.1702127659574468,0.2927927927927928
0.2527472527472527,0.1056910569105691,0.5172413793103449,0.6031746031746031,1.0,0.8888888888888888,0.8,0.125,0.5,0.75,0.0,1.0,1.0,0.3064516129032258,0.368,0.6118421052631579,0.5416666666666666,0.1386554621848739,0.3013100436681222
0.2584269662921348,0.1255060728744939,0.5319148936170213,0.5357142857142857,0.8571428571428571,0.7777777777777778,0.6,0.0,0.0,1.0,0.25,0.4,1.0,0.253012048192771,0.4939759036144578,0.5253164556962026,0.6449704142011834,0.225,0.252212389380531
