failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train
0.0,0.0,0.212547970251224,0.0,0.0,0.0,1.2935779816513762,tensor(0.),0.0,0.0,0.572381854057312,0.039841316640377045,0.0,0.0
0.21084337349397592,0.91,0.22117823932786074,0.4502636993695452,0.4724563007515335,0.4280710979875568,0.9455252918287937,tensor(1.5127),0.25301204819277107,0.1686746987951807,0.4496200978755951,-0.5095850825309753,0.5242857142857142,0.06546729803085327
0.45930232558139533,0.733,0.1767920696854187,0.22207175910385246,0.30972890557876115,0.11134694250396769,0.49700598802395207,tensor(1.4121),0.7105263157894737,0.2604166666666667,0.38660183548927307,-1.0207808017730713,0.6715409309791333,0.14801186323165894
0.4608294930875576,0.7479999999999999,0.16547462988409556,0.12057574770964131,0.1379879914240392,0.0950509813555808,0.4164305949008499,tensor(1.2671),0.5568181818181818,0.3953488372093023,0.36676082015037537,-1.4693310260772705,0.7092632991228496,0.19900450110435486
0.47368421052631576,0.747,0.14927945446102028,0.1280281653393896,0.15554868671897942,0.08866741964532507,0.33689839572192515,tensor(1.2144),0.6627906976744186,0.34146341463414637,0.3448566794395447,-1.835054874420166,0.7417768017074929,0.14361464977264404
0.5142857142857142,0.7456,0.1707660184551802,0.1238660000953967,0.14956727995079497,0.08037152649395343,0.32275132275132273,tensor(1.1081),0.5641025641025641,0.48484848484848486,0.32412633299827576,-2.1276137828826904,0.738140810692857,0.22637808322906494
0.4383561643835616,0.7499999999999999,0.1501374467665631,0.12029027228686219,0.1423825657335489,0.08409085169952013,0.3123359580052493,tensor(0.9767),0.5301204819277109,0.38235294117647056,0.35658153891563416,-2.3719096183776855,0.7399534101590712,0.171791672706604
0.4,0.8056666666666668,0.13823930472517226,0.13140705570454186,0.15345252524724562,0.10223577782480242,0.34408602150537637,tensor(0.8659),0.40404040404040403,0.3969465648854962,0.3645957112312317,-2.522383451461792,0.7900760440385859,0.18346068263053894
0.4260089686098655,0.838,0.15749606577505507,0.14910683448742296,0.18712737941733598,0.08619188513911455,0.366120218579235,tensor(0.6944),0.35714285714285715,0.4676258992805755,0.38624656200408936,-2.684098243713379,0.8224250402304187,0.2755737751722336
0.44495412844036697,0.8466666666666666,0.1850752211811111,0.12468924541754658,0.14163135819185563,0.0986850723220956,0.366120218579235,tensor(0.8290),0.5348837209302325,0.38636363636363635,0.39270320534706116,-2.9020018577575684,0.834721336007265,0.41476741433143616
0.460093896713615,0.8649999999999999,0.20234183627081653,0.16719951061795643,0.2170385574933472,0.09501882203980416,0.3812154696132597,tensor(0.5980),0.5287356321839081,0.4126984126984127,0.3909626603126526,-3.1133055686950684,0.8342013370832507,0.3058888018131256
0.4840182648401826,0.8703333333333333,0.1709346207952447,0.1758039905104993,0.22228220122720252,0.11734685950598588,0.39275766016713093,tensor(0.5698),0.5257731958762887,0.45081967213114754,0.3924759328365326,-3.2305707931518555,0.830679915360486,0.24739206209778786
0.4470046082949309,0.8933333333333333,0.18888246253941218,0.1727238652058422,0.22135942235774148,0.10538232453398157,0.4124293785310734,tensor(0.5349),0.42857142857142855,0.4603174603174603,0.39212289452552795,-3.3624916076660156,0.8444418809333137,0.26641907542943954
0.5560975609756098,0.9149999999999999,0.20280118965716518,0.2256014758979008,0.28887825206598566,0.136269556601781,0.4044943820224719,tensor(0.7112),0.5529411764705883,0.5583333333333333,0.3790634572505951,-3.5350475311279297,0.8461483181590247,0.23394733853638172
0.4930875576036866,0.9343333333333332,0.19812388498874361,0.22500148376532425,0.30504134215513856,0.10540169536675137,0.4044943820224719,tensor(0.6501),0.5057471264367817,0.4846153846153846,0.37826403975486755,-3.645561933517456,0.8596179659905169,0.18919631838798523
0.5192307692307693,0.949,0.21352760940824403,0.2680472949176384,0.33909823555335267,0.1711596485962098,0.3888888888888889,tensor(0.4917),0.5795454545454546,0.475,0.3967495262622833,-3.8642044067382812,0.8632083370362887,0.4224040061235428
0.47596153846153844,0.9583333333333334,0.1719507481095194,0.28415987311991336,0.31680778377155416,0.24456559849983803,0.37362637362637363,tensor(0.3639),0.5425531914893617,0.42105263157894735,0.4108576774597168,-4.074375629425049,0.8654112916704889,0.35511141270399094
0.5,0.955,0.19731106337803253,0.25786935991317417,0.3427140399753319,0.13110142617324427,0.35501355013550134,tensor(0.4378),0.5882352941176471,0.4409448818897638,0.4055768549442291,-4.2153730392456055,0.8710957592452822,0.32117366790771484
0.4372093023255814,0.9563333333333331,0.19903550598371392,0.33160529943460665,0.41535694829620046,0.20099260894807372,0.35501355013550134,tensor(0.4414),0.5238095238095238,0.3816793893129771,0.43478941917419434,-4.399613380432129,0.8659842879461553,0.2992092967033386
0.41409691629955947,0.9653333333333333,0.18251547675997218,0.38034043029269676,0.47217411253111446,0.2325620910584614,0.35135135135135137,tensor(0.4132),0.42528735632183906,0.40714285714285714,0.41929492354393005,-4.462016582489014,0.8620979739205086,0.05221050977706909
0.4931506849315068,0.9713333333333333,0.17534760742140587,0.39542392082159306,0.5115327231442671,0.2493901694466832,0.35135135135135137,tensor(0.5782),0.4845360824742268,0.5,0.40776708722114563,-4.549234867095947,0.8648073787026209,0.1441800594329834
0.48598130841121495,0.9673333333333333,0.16112473823511422,0.3765792712030537,0.48595169087370566,0.19338046825471183,0.31926121372031663,tensor(0.6166),0.55,0.44776119402985076,0.4189716577529907,-4.698331832885742,0.8530697866495218,0.26294243335723877
0.4351851851851852,0.9609999999999999,0.12936389462241793,0.3769045466372234,0.4772062705556708,0.2281813008271115,0.3089005235602094,tensor(0.4416),0.4827586206896552,0.40310077519379844,0.4191114008426666,-4.851628303527832,0.8399008529941687,0.18289589881896973
0.40350877192982454,0.969,0.11812327341821481,0.4040269493887576,0.502799689493687,0.2409370761922461,0.2987012987012987,tensor(0.4123),0.38372093023255816,0.4154929577464789,0.4127084016799927,-4.90653133392334,0.8528881543933304,0.04952824115753174
0.4838709677419355,0.9669999999999999,0.08143349291493587,0.40155741574911125,0.4706855314921417,0.30022188244398723,0.27877237851662406,tensor(0.3216),0.5,0.4728682170542636,0.43944594264030457,-4.967793941497803,0.8430673612224147,0.14385801553726196
0.45871559633027525,0.9596666666666666,0.09988316521555526,0.36466089373423105,0.45974600770764745,0.2368583211893167,0.2594458438287154,tensor(0.4790),0.5591397849462365,0.384,0.4422784447669983,-5.045248985290527,0.8477284376768888,0.1904706358909607
0.37606837606837606,0.9626666666666666,0.10003374153274332,0.3846337962134032,0.49916222435900653,0.19462072224456117,0.2531328320802005,tensor(0.4540),0.4090909090909091,0.3561643835616438,0.41332191228866577,-5.049421310424805,0.8262111119804927,0.0062369704246521
0.4051724137931034,0.9676666666666665,0.12316821004302508,0.3367973423168173,0.41582854413904985,0.17457540173433925,0.2531328320802005,tensor(0.5111),0.42105263157894735,0.3974358974358974,0.4202606678009033,-5.004035472869873,0.8296140959227746,0.03711652755737305
0.39166666666666666,0.959,0.0904254730680486,0.3329501038580176,0.40113387147992313,0.22888014275089824,0.2315270935960591,tensor(0.2962),0.35789473684210527,0.41379310344827586,0.42917606234550476,-5.060486793518066,0.8478316620271213,0.05289489030838013
0.4342105263157895,0.963,0.10987994936759642,0.31063230327585184,0.34898880481222216,0.23828902822624232,0.2106537530266344,tensor(0.3815),0.5063291139240507,0.3959731543624161,0.43621626496315,-5.097537994384766,0.8662266490589144,0.032366812229156494
0.46320346320346323,0.9689999999999999,0.10515158739150782,0.38166394433287004,0.458037646288673,0.24023116293323468,0.21951219512195122,tensor(0.4866),0.5432098765432098,0.42,0.43218135833740234,-5.177518367767334,0.8569336819527658,0.06827020645141602
0.3974358974358974,0.972,0.15323433403731423,0.3255702418032799,0.3972725727249922,0.2187795361751977,0.22549019607843138,tensor(0.5268),0.44680851063829785,0.36428571428571427,0.4179188311100006,-5.246149063110352,0.8570725758782867,0.05430448055267334
