failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost
0.33964646464646464,0.0,0.25944760696173885,0.1673372699516576,0.19586283445996458,0.09806089900291255
0.23404255319148937,0.0,0.2623767149190835,0.14654396281799723,0.185937894008189,0.046664659402157284
0.2468354430379747,0.6387083333333333,0.23278015599104346,0.17124759401723746,0.20949491408356505,0.07579852978091527
0.19362745098039216,0.6131388888888889,0.2170161603343706,0.20329793780064795,0.22943917032524444,0.1337833598316532
0.13553113553113552,0.5953055555555555,0.21647761067817334,0.17924424638288647,0.23101956854317462,0.04745251724760707
0.10206561360874848,0.5796805555555555,0.22105702948196115,0.19778286328907424,0.24453181759457554,0.07200092345364477
0.10987654320987654,0.5761388888888889,0.20698817439421613,0.18750871819716627,0.23717294081682005,0.04830899564348877
0.13366336633663367,0.5896805555555555,0.18548625322403675,0.19323389076401534,0.24859520751867606,0.05578510433865023
0.13598074608904934,0.5819861111111111,0.17660331474166852,0.18510616601855057,0.23766298206000905,0.04610721832995571
0.187422934648582,0.6075416666666666,0.16744231204945806,0.2023707697424668,0.2556586499051895,0.05741795810717069
0.12200956937799043,0.5691111111111111,0.1620517120532311,0.21842149623433801,0.2659510124950502,0.09090838873313306
0.1581450653983353,0.5803750000000001,0.19245806779437488,0.17341960839265624,0.22363753222955554,0.04080950648569306
0.20219244823386115,0.6184722222222223,0.2453980216075754,0.1547088016100937,0.1932702932109501,0.04393546017178456
0.2129514321295143,0.6312361111111111,0.29912623429679375,0.1375795183216818,0.1739771554868876,0.03209704556620656
0.25030674846625767,0.6423472222222222,0.26242104248013687,0.1785975010596036,0.20774441555118162,0.10025692545780489
0.2068095838587642,0.63375,0.2616398817681246,0.15561579397429284,0.19761873439202823,0.05152956004437874
0.2802937576499388,0.6358055555555556,0.274626171060968,0.16720970499856994,0.210254531556957,0.06372276781444718
0.1925925925925926,0.6090833333333333,0.2511480904839833,0.17042600382074893,0.21667243408910555,0.053093357594045265
0.17763975155279504,0.5984027777777778,0.21481234216567185,0.17196783417186612,0.21342366170842506,0.06444178149891654
0.1821515892420538,0.5961527777777778,0.22558258696603284,0.19760320014620864,0.25273210731800266,0.06866906214850249
0.15555555555555556,0.5906388888888889,0.2015349566763698,0.20310589879846774,0.25658009121346725,0.06743556782416747
0.1571072319201995,0.5961666666666667,0.21144079181312386,0.19210217920012795,0.24259486838840238,0.04883823332143549
