failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost
0.04060913705583756,0.0,0.0310064088495522,0.08024567128856129,0.0814613180887086,0.07915860251535255
0.10232558139534884,0.0,0.02532874860204532,0.14149578863072373,0.15025636108936416,0.1316076177368127
0.14351851851851852,0.7765833333333333,0.0380155087465735,0.16905468320343905,0.17122682460658606,0.16658145289292525
0.07111111111111111,0.7801805555555555,0.0326763282704288,0.20268174212343656,0.20558704757607252,0.19884793699006112
0.017316017316017316,0.7847361111111111,0.03174537108683286,0.21852519775727747,0.22618116422591739,0.20585325325746012
0.004166666666666667,0.7950138888888889,0.051915089735087405,0.21974506976152344,0.23256454775151347,0.20084625169380615
0.034482758620689655,0.7945972222222222,0.03709273505687059,0.23221539633142865,0.2365366121350083,0.22689697688086924
0.0,0.7970694444444444,0.04216867296462608,0.2508810501364358,0.2587309294146794,0.23881702514039804
0.004098360655737705,0.7950277777777778,0.04186585457085327,0.25023258122812186,0.25699671588946876,0.24112701533784747
0.0,0.7960277777777778,0.047837696891956244,0.24922048187460422,0.24829214632316662,0.25080595382762116
0.0041841004184100415,0.7971527777777778,0.07258105023827952,0.22617467953221054,0.23710241200674614,0.2117458288862218
0.0,0.7942222222222223,0.08204830445055628,0.2395480408992664,0.24453232083522408,0.23229817917423715
0.004149377593360996,0.7956527777777779,0.0406262180627321,0.2526656823812405,0.25836625729156204,0.24515627120129743
0.00411522633744856,0.7940694444444445,0.03454514012571162,0.24433189503705882,0.25418478302223063,0.23093962010575725
0.0,0.7925555555555556,0.05056467104180052,0.25090132289534794,0.2582423055968867,0.24069735694020877
0.004132231404958678,0.7976805555555556,0.04892531964842163,0.23608004267336902,0.24760621494008028,0.219143626281467
0.0,0.7978888888888889,0.047400729189787084,0.25052556069129517,0.2557945035887278,0.24355195979763414
0.0,0.7898611111111111,0.05159373025512904,0.2382775795015867,0.23586649919810596,0.24188202278355775
0.0,0.7910972222222221,0.06645368412439248,0.2533322617059339,0.2596781308298754,0.24591938803902882
0.00423728813559322,0.7970833333333333,0.04384113186273619,0.24211547834409394,0.24957058010230943,0.23023647004803666
0.0,0.7925833333333333,0.05973475273883468,0.23682732719224422,0.24440215522626677,0.22502654246555656
0.0,0.795611111111111,0.06972681545998748,0.24154672777859776,0.25414543601665074,0.22829069563247228
0.008032128514056224,0.7896944444444445,0.05917432573126269,0.2465047748802365,0.2440691090183018,0.25013391701451926
0.004081632653061225,0.793375,0.07277655035413723,0.23925577579947857,0.24581582158676832,0.22871782990713016
0.004201680672268907,0.7968055555555555,0.08417174988930942,0.23738905774628108,0.22924552842191367,0.24986425160488648
0.01652892561983471,0.7965555555555556,0.0731475814286477,0.24507791179526064,0.24978932982278948,0.23850058563801732
0.004201680672268907,0.7962916666666666,0.07450478962772862,0.2505115998686961,0.2591697026721826,0.24026485434897354
0.0,0.7932916666666667,0.09066012629625542,0.23681276337309984,0.2386756812908648,0.2341487907506962
0.004291845493562232,0.7939722222222223,0.0827595989479754,0.2512305365300491,0.2523452482316491,0.24945938349306246
0.0,0.7864166666666665,0.06944726297636816,0.24663521677392375,0.24604965338879062,0.24773144590190557
0.004149377593360996,0.79225,0.0800176010383802,0.2532044683400188,0.27080616649689737,0.23001761596028414
0.00819672131147541,0.7905972222222223,0.06433303416685007,0.2462925208213699,0.24362990206325189,0.24987681530345165
0.00411522633744856,0.7925555555555556,0.08132854855506083,0.24586509104179102,0.25456890896168316,0.2327644991211285
0.004219409282700422,0.7955138888888889,0.09383781603563245,0.24784156611020275,0.2531781075180691,0.23972321056419332
0.0,0.7905555555555556,0.08570488046135556,0.26639295312980793,0.26938959987635486,0.2618525792714037
0.00423728813559322,0.7904027777777778,0.0798777091336347,0.23662118750071268,0.23407724667243685,0.24039693125636405
0.0040650406504065045,0.7860416666666667,0.108789939016934,0.24179111199994135,0.24000470102398525,0.2438595878668379
0.0,0.7953611111111111,0.11371040227475751,0.2494831867091454,0.26048788757923863,0.23515631199147657
0.0,0.7978055555555555,0.10457632120796209,0.25423895286405046,0.26356384788680937,0.23907318953033252
0.008130081300813009,0.7936805555555556,0.10077415254113616,0.26185278615430463,0.2723511726521768,0.2477549528571621
0.0,0.7973472222222222,0.11431062383712019,0.247201881109497,0.2611131084969981,0.2251511057825004
0.0,0.7933194444444445,0.10008783186734234,0.25781177049125314,0.2610299310465712,0.25273966961602323
0.0041841004184100415,0.7970972222222223,0.11024577102891334,0.2507562006399384,0.25485941366390624,0.24495367717170138
0.00411522633744856,0.7926388888888889,0.10156380508391698,0.24238542358597787,0.2465775753120042,0.23740016207394665
0.00411522633744856,0.7943472222222223,0.10019013856725631,0.24786424977048224,0.24602701440670804,0.2507264690740459
