failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train,balanced_acc,cohen_acc
0.0,0.0,0.212547970251224,0.0,0.0,0.0,1.0408163265306123,tensor(0.),0.0,0.0,0.5310507416725159,-0.08289814740419388,0.0,0.0,0.0,0.0
0.5449101796407185,0.952,0.2812980761656504,0.2577067984597504,0.27562883397581933,0.23821658483602565,0.9011406844106464,tensor(4.9261),0.5,0.5862068965517241,0.2726839780807495,-3.586074113845825,0.72,2.2474867403507233,0.9527010804321728,0.9040997362742748
0.5284090909090909,0.944,0.2164462716171185,0.9894043144870406,1.1470677406471752,0.7958175760372548,0.8050541516245487,tensor(4.7221),0.5443037974683544,0.5154639175257731,0.3502303957939148,-3.4740662574768066,0.8088528544626106,0.6106935441493988,0.9438462722047957,0.8879604883457043
0.5329949238578681,0.9233333333333333,0.12019878285253052,0.35952603376264963,0.45873065206601715,0.2485875358750127,0.7985611510791367,tensor(4.6679),0.6559139784946236,0.4230769230769231,0.4111502170562744,-4.506407260894775,0.7910782366023474,0.688560426235199,0.9228559310751305,0.8460116361338798
0.6102564102564103,0.8795000000000001,0.12097471590640246,0.2894795486599006,0.38645086130766076,0.1786551913481745,0.5923566878980892,tensor(4.4217),0.7692307692307693,0.47115384615384615,0.39765694737434387,-4.803987503051758,0.7642525500730266,0.2062457799911499,0.8741191762969869,0.7558653834081539
0.48,0.8476000000000001,0.11440226625497883,0.43884933816669663,0.5329042513669963,0.31914308500267896,0.5151515151515151,tensor(5.9029),0.5681818181818182,0.4107142857142857,0.3288930058479309,-4.949388027191162,0.7740895326155436,0.005316972732543945,0.8384003922409611,0.6872233285254005
0.5454545454545454,0.8316666666666666,0.12193736347155905,0.32285458956656693,0.3378637661889292,0.3055614078060192,0.3812154696132597,tensor(15.6409),0.6521739130434783,0.4528301886792453,0.3633410930633545,-6.647717475891113,0.7663806852530398,0.9773090481758118,0.8124410396471964,0.6462437331443948
0.6142857142857143,0.8639999999999999,0.2006535906630718,0.46093186047237694,0.583567920440384,0.3036377835568898,0.5015015015015015,tensor(13.0543),0.6413043478260869,0.5932203389830508,0.39774030447006226,-1.2156370878219604,0.7880418930682411,-1.8001873195171356,0.8538396143870353,0.7087792858662864
0.5871559633027523,0.8806666666666666,0.19393649102417715,0.4451474188055426,0.5116769669581065,0.3487169501349724,0.4925373134328358,tensor(5.3662),0.7078651685393258,0.5038759689922481,0.3281156122684479,-3.3687965869903564,0.8000781611350725,0.8557889685034752,0.8699647812961381,0.7409549803921036
0.5550239234449761,0.9006666666666667,0.20133181065911296,0.6943025145640457,0.7213393111192499,0.6612255826082108,0.5384615384615384,tensor(4.8422),0.6276595744680851,0.4956521739130435,0.31076768040657043,-4.732724666595459,0.8099479467280948,0.43074730038642883,0.8983224360280923,0.7839400106927138
0.6206896551724138,0.9109999999999999,0.19849727518455987,0.9060467362602816,1.0815389270927698,0.6624222831045924,0.5772870662460567,tensor(4.7558),0.6588235294117647,0.5932203389830508,0.29744258522987366,-3.6877710819244385,0.8217565875215518,-0.06682687997817993,0.9146623046020456,0.8050270648975333
0.6915422885572139,0.9166666666666665,0.13649272699025056,0.7099845282705339,0.9874699172349005,0.38774343140868955,0.639344262295082,tensor(4.2057),0.7419354838709677,0.6481481481481481,0.2602733373641968,-0.5181360840797424,0.8328784313706563,-1.0723034739494324,0.9286108560669967,0.8193395677164544
0.7789473684210526,0.895,0.29009536617131615,0.9100483995489594,1.0869868487630923,0.6559829340107182,0.7793594306049823,tensor(4.8690),0.8717948717948718,0.7142857142857143,0.06399276107549667,-2.7209088802337646,0.8395497225990535,2.7301366925239563,0.9186314487835385,0.7806984442250094
0.717391304347826,0.9339999999999999,0.16944979544281394,1.541584895496252,1.6331397335982176,1.4276996090767333,0.7123287671232876,tensor(4.5898),0.7439024390243902,0.696078431372549,0.09998995065689087,-6.075170993804932,0.8695732224271038,2.7904334664344788,0.9447277906233013,0.8611859397016979
0.7268041237113402,0.949,0.09648049527645988,1.4298728348218093,1.4884924267584732,1.3498070507131945,0.7006802721088435,tensor(5.0745),0.6707317073170732,0.7678571428571429,0.1568349003791809,-7.719468116760254,0.904174123671118,1.3354262709617615,0.9558694692829622,0.8930196763619449
0.7230769230769231,0.9366666666666666,0.1788150214712323,1.328902265751967,1.5635894464005955,1.0251894437360958,0.5479876160990712,tensor(4.5857),0.8117647058823529,0.6545454545454545,0.16281190514564514,-13.244420051574707,0.8958998963141401,3.608791172504425,0.9265546291628475,0.8652750660887077
0.5217391304347826,0.9506666666666667,0.20237590733549696,1.3525762736056304,1.474883360013372,1.1996924155959523,0.5873015873015873,tensor(5.0790),0.5217391304347826,0.5217391304347826,0.1349702626466751,-13.736268043518066,0.9097742115539916,0.6815905570983887,0.9447654245561529,0.8960325182789989
0.5495049504950495,0.9346666666666665,0.18420426614829058,1.9839773053719971,2.018115686262793,1.9431596760460443,0.5151515151515151,tensor(4.7679),0.6086956521739131,0.5,0.1137852668762207,-9.698278427124023,0.8879942590290709,-1.8835067749023438e-05,0.9216768650351358,0.8611102891147238
0.40669856459330145,0.8943333333333332,0.14440309255776115,2.5630443872048527,2.8474308094092775,2.1313252402439207,0.4005602240896359,tensor(4.7436),0.5180722891566265,0.3333333333333333,0.10864463448524475,-10.918731689453125,0.8392563535662949,1.7187597751617432,0.8678312837730174,0.7686674503925327
