failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score
0.0,0.0,0.212547970251224,0.0,0.0,0.0,1.0408163265306123,tensor(0.),0.0,0.0,0.5310507416725159,-0.08289814740419388
0.33727810650887574,0.7157142857142857,0.19719909382939554,0.2676880605258089,0.27016743322102843,0.2670169521271028,1.2727272727272727,tensor(6.3696),0.3308270676691729,0.3611111111111111,0.22468078136444092,-2.203814744949341
0.24277456647398843,0.7556390977443609,0.08044998384000618,0.5208043815618586,0.7944052515902126,0.47673444276534493,0.5873015873015873,tensor(80.2280),0.2751677852348993,0.041666666666666664,0.1905641406774521,0.31137192249298096
0.5111111111111111,0.7894492429420659,0.1273408638727203,0.5328651575615855,0.5336827554222323,0.5326239956026896,0.5873015873015873,tensor(112.9646),0.5035971223021583,0.5365853658536586,0.14013874530792236,-0.014393852092325687
0.28125,0.809368724436273,0.07942181189962788,0.524918961547484,0.623178733350766,0.49570659695731917,0.5873015873015873,tensor(101.4437),0.30405405405405406,0.20454545454545456,0.17444346845149994,-1.4037251472473145
0.37362637362637363,0.7747191387068808,0.05219172808164861,0.48398088560765096,0.5767710506117891,0.458674476970159,0.44508670520231214,tensor(90.1147),0.4125874125874126,0.23076923076923078,0.23476852476596832,-0.9285542964935303
0.40425531914893614,0.773165850661449,0.04972847318537966,0.500634925008339,0.8459042988458535,0.3650847263906478,0.3850415512465374,tensor(109.9574),0.4148148148148148,0.37735849056603776,0.20815952122211456,-2.4459140300750732
0.4126984126984127,0.8109708680546533,0.04150886962925341,0.3795961849100615,0.44167762375903713,0.3584620780678569,0.4005602240896359,tensor(118.9785),0.3900709219858156,0.4791666666666667,0.3607288599014282,-0.22471792995929718
0.5082872928176796,0.7566651880788108,0.04327756653888277,0.11108561422571243,0.12078841517691732,0.10787512861685787,0.2755102040816326,tensor(116.9597),0.47794117647058826,0.6,0.29065269231796265,0.15863355994224548
0.4717948717948718,0.7712143716994418,0.04874673879626956,0.22893623433668092,0.2671468610609315,0.2139249166950111,0.25,tensor(123.5735),0.42857142857142855,0.5818181818181818,0.16353408992290497,2.1066362857818604
0.5677083333333334,0.8083458635493583,0.05816673903806394,0.3787742253729647,0.20278120737688926,0.4667707343710024,0.28865979381443296,tensor(88.4814),0.5078125,0.6875,0.189830020070076,1.0073210000991821
0.520618556701031,0.8351259738682307,0.04640911507155529,0.3842841204921544,0.41985335729294876,0.37226417150429963,0.2531328320802005,tensor(23.7762),0.5241379310344828,0.5102040816326531,0.1932896226644516,0.5801323056221008
0.6217616580310881,0.8534406210506743,0.04564935818277145,0.14186771840650383,0.129043810612606,0.14697869615044853,0.21654501216545013,tensor(138.3068),0.5507246376811594,0.8,0.165094256401062,-0.18723782896995544
0.6313131313131313,0.8450363811581381,0.05176819865631838,0.07138990753827627,0.050862680145101216,0.07989404460116308,0.24069478908188585,tensor(117.8265),0.55,0.8275862068965517,0.18102341890335083,0.5609853267669678
0.7525773195876289,0.800178646894594,0.05905357497995258,0.09194403811671613,0.03729972495661196,0.11248409909179073,0.47058823529411764,tensor(195.8828),0.7163120567375887,0.8490566037735849,0.14563791453838348,1127.4539794921875
0.7431693989071039,0.7412361340298058,0.084898441636342,0.12177313407295517,0.47719613588772614,0.02551273774812142,0.39664804469273746,tensor(171.3633),0.75,0.717948717948718,0.4037970006465912,127.84048461914062
0.8144329896907216,0.6554315520552183,0.19250329994392462,0.2807578468879059,0.05395762250854421,0.3616446401980278,2.4246575342465753,tensor(202.8869),0.7762237762237763,0.9215686274509803,0.08094216138124466,7975.9638671875
0.4816753926701571,0.6526913895293853,0.048511862586511786,0.9616722359739391,2.2500607309518443,0.7403539668979798,2.0120481927710845,tensor(121.7801),0.4662576687116564,0.5714285714285714,0.1580439805984497,82.41399383544922
0.46875,0.6922540114342717,0.03298407842721993,0.5087931300067183,0.6601163246106331,0.4794319131432722,1.7932960893854748,tensor(158.2159),0.48507462686567165,0.38461538461538464,0.15023113787174225,26.302568435668945
0.4967741935483871,0.7214182397000902,0.06455145018631347,0.5806205660163518,0.32565094614614876,0.6273325574429537,1.6881720430107527,tensor(168.0680),0.4961832061068702,0.5,0.16309788823127747,11.482085227966309
0.47619047619047616,0.7541933200046801,0.04226849595578172,0.12121844662843127,0.15427927661367938,0.11649547091625301,1.6737967914438503,tensor(117.0159),0.46938775510204084,0.5238095238095238,0.20723548531532288,20.223552703857422
0.5207100591715976,0.770537086120483,0.0724736312611894,0.1364264788534768,0.021526105514311902,0.15362245309471242,1.4038461538461537,tensor(133.4946),0.46258503401360546,0.9090909090909091,0.1716172844171524,17.059823989868164
0.5411764705882353,0.7566725878884217,0.08723332378943247,0.12514739431322083,0.0778742171792654,0.13487024634786415,1.11864406779661,tensor(92.8802),0.5106382978723404,0.6896551724137931,0.2738531827926636,16.045001983642578
0.514792899408284,0.7966825382899493,0.08062101494675872,0.07072056729463988,0.037577664573685374,0.07787371176678834,1.0746887966804979,tensor(61.7797),0.43884892086330934,0.8666666666666667,0.14914202690124512,6.957521915435791
0.5953757225433526,0.8072594989194719,0.0854243208952528,0.1250300815040872,0.09285235301707326,0.13348554300432441,1.109704641350211,tensor(48.3685),0.5547445255474452,0.75,0.11073718219995499,10.3423433303833
0.48823529411764705,0.8252895986685431,0.05875311749122876,0.37547045137582524,0.3521834639528044,0.3804605201093295,1.0161290322580645,tensor(82.1490),0.4642857142857143,0.6,0.1013420969247818,10.230010032653809
0.43646408839779005,0.8304290192497896,0.06199902267749437,0.4596867536560063,0.43058034126417716,0.46931755187389124,1.0746887966804979,tensor(117.8552),0.38235294117647056,0.6,0.16030055284500122,14.19966983795166
0.47368421052631576,0.8593827324655519,0.0361623952083064,0.3080903218637477,0.5848376640544564,0.2515714984586029,1.0920502092050208,tensor(94.4349),0.43661971830985913,0.6551724137931034,0.18923527002334595,7.897323131561279
0.519774011299435,0.8555643278750099,0.051995775399090456,0.1285674501413965,0.08096014762262789,0.14114938009278535,0.953125,tensor(190.8880),0.5142857142857142,0.5405405405405406,0.19300763309001923,6.843111515045166
0.48255813953488375,0.8023336535263073,0.06920962399196723,0.22927728338529552,0.2139841688875566,0.23250822306791638,0.9607843137254902,tensor(161.3946),0.44366197183098594,0.6666666666666666,0.29374268651008606,-71.397216796875
0.4114285714285714,0.783784549821279,0.0456561990591257,0.16237427136245264,0.0407317622966213,0.19498856727140743,1.1008403361344539,tensor(145.6331),0.37681159420289856,0.5405405405405406,0.40168383717536926,1.748189091682434
0.5170454545454546,0.7460341788647709,0.07832298382631318,0.057099743906664766,0.028676994869181037,0.06317633163191992,1.2831050228310503,tensor(175.0397),0.5103448275862069,0.5483870967741935,0.3281222879886627,3898.107177734375
0.6588235294117647,0.7468150982717757,0.13959778877474754,0.03554726671003859,0.001347145366039995,0.042875864140895434,1.2935779816513762,tensor(138.7839),0.6,0.9333333333333333,0.1586051732301712,7.862522125244141
0.686046511627907,0.7604837731950534,0.19325619975272681,0.0953684928910654,0.004852608457857184,0.11766950789634849,1.3923444976076556,tensor(129.5390),0.6376811594202898,0.8823529411764706,0.1487371325492859,-32.9536247253418
0.7142857142857143,0.7977959523696956,0.15711414708628882,0.24165881478172663,0.2937068405633956,0.2334029210370481,1.5,tensor(50.5438),0.7103448275862069,0.7391304347826086,0.08067961782217026,9.503000259399414
0.7126436781609196,0.8156260800657171,0.13373934095869291,0.2365171036975468,0.1681034792530032,0.25134802927643385,1.5906735751295338,tensor(87.2996),0.6783216783216783,0.8709677419354839,0.0464557446539402,10.946053504943848
0.7440476190476191,0.8545298049594784,0.14682599643697797,0.30955160308277013,0.2495421543472647,0.319553177872021,1.3923444976076556,tensor(88.2348),0.7222222222222222,0.875,0.07515447586774826,6.566042423248291
0.7011494252873564,0.8760569722411571,0.1678792349157443,0.2408536321544094,0.4693309068056775,0.19703607263224843,1.4875621890547264,tensor(106.5208),0.678082191780822,0.8214285714285714,0.09082848578691483,12.201703071594238
0.6987951807228916,0.737292545365242,0.15271024143567377,0.11984979860222633,0.2338261302396284,0.10243674793540102,2.3557046979865772,tensor(160.4248),0.6944444444444444,0.7272727272727273,0.0993557721376419,2376.806396484375
0.7735849056603774,0.762961582835608,0.18844771888813383,0.0,0.0,0.0,2.4965034965034967,tensor(123.6888),0.7446808510638298,1.0,0.044513169676065445,226.34719848632812
0.5283018867924528,0.7936834154051846,0.12297702134174267,0.31916616248036705,0.5552467519381076,0.28902821489001723,2.875968992248062,tensor(120.9356),0.5319148936170213,0.5,0.036559153348207474,152.51182556152344
0.6580645161290323,0.8178276627323267,0.10659789537603216,0.40934157524043524,0.2044893936398907,0.4379606300228642,2.7593984962406015,tensor(122.4087),0.625,0.8947368421052632,0.04139959439635277,17.701932907104492
0.4,0.8556170060012525,0.04131083279175514,1.120963990723725,1.487122987277924,1.0929935118202794,3.0,tensor(130.1400),0.4305555555555556,0.0,0.05074213445186615,676.2716674804688
0.535031847133758,0.878475549309635,0.0477090604004513,0.9570511850617628,1.865115278929112,0.8952781174517389,2.5714285714285716,tensor(116.6367),0.54421768707483,0.4,0.020679892972111702,34.08693313598633
0.5161290322580645,0.9201511451305747,0.05996958361129634,0.6197376042424669,1.405645399866554,0.5537872997145716,2.7593984962406015,tensor(80.0321),0.5384615384615384,0.25,0.028271298855543137,19.1052188873291
0.4873417721518987,0.9309214112428321,0.1036942325554495,0.3536553347359543,0.2545658146948633,0.36404934033467024,3.032258064516129,tensor(78.2997),0.48951048951048953,0.4666666666666667,0.018120398744940758,13.322120666503906
0.47530864197530864,0.9284719138833648,0.05144402626924099,0.4854444924898891,0.908564100444634,0.43583736604002254,2.787878787878788,tensor(60.2992),0.4896551724137931,0.35294117647058826,0.05910491570830345,37.45100021362305
0.5290322580645161,0.9310730577991436,0.0723553241719933,0.5157335526427173,0.5843826669666041,0.5061428675533507,2.597122302158273,tensor(56.0545),0.5220588235294118,0.5789473684210527,0.0628969818353653,20.638195037841797
0.5398773006134969,0.9385187997362796,0.05389607550791339,0.2992082433148128,0.1722345417106731,0.3149704959277404,2.5211267605633805,tensor(157.5823),0.503448275862069,0.8333333333333334,0.08921270817518234,131.0370635986328
