failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new
0.0,0.0,0.21209839631022903,0.0,0.0,0.0,1.2935779816513762,tensor(0.),0.0,0.0
0.9264705882352942,0.7214285714285714,0.5031252605015779,0.7956599655970731,0.7888679064532386,0.8024520247409074,1.2321428571428572,tensor(1.7702),0.8529411764705882,1.0
0.36923076923076925,0.8135714285714286,0.4231184377364168,0.5801177725215393,0.5742579423337492,0.5851404841110738,0.8248175182481752,tensor(1.6673),0.37142857142857144,0.36666666666666664
0.06666666666666667,0.8414285714285714,0.3742338747555257,0.43442994547473623,0.4439845221946658,0.4235104292233879,0.6666666666666666,tensor(1.2639),0.08571428571428572,0.05
0.06329113924050633,0.8489285714285715,0.3809182107405317,0.41547639463776337,0.41296157513572207,0.4178072029567285,0.5197568389057751,tensor(1.1535),0.07317073170731707,0.05263157894736842
0.0,0.8511428571428572,0.33824809410909484,0.39852247039043387,0.3951421684023079,0.40329466143249415,0.42450142450142453,tensor(0.9398),0.0,0.0
0.0,0.8480952380952381,0.3299268487460423,0.39441011462063336,0.39798259602616337,0.3893220350430603,0.35501355013550134,tensor(0.9127),0.0,0.0
0.023529411764705882,0.8988095238095237,0.32963166151154455,0.3914169192381351,0.40077826248243487,0.3759121944897635,0.35135135135135137,tensor(0.5697),0.03125,0.018867924528301886
0.023809523809523808,0.9283333333333332,0.30832227472453466,0.3967113632209032,0.3809296618993007,0.4236929816094496,0.34048257372654156,tensor(0.5523),0.06451612903225806,0.0
0.011363636363636364,0.9561904761904761,0.32390440007755117,0.38394677521590526,0.3829742555058722,0.3856486847084637,0.35501355013550134,tensor(0.3501),0.03125,0.0
0.04938271604938271,0.9704761904761905,0.31408193648812577,0.3722610300480741,0.3650322166357338,0.38392040651959064,0.32275132275132273,tensor(0.8642),0.06451612903225806,0.04
0.012048192771084338,0.9692857142857142,0.31455352019707444,0.4021940045167284,0.3985859633266466,0.4071421752916982,0.3089005235602094,tensor(0.5849),0.02857142857142857,0.0
0.04597701149425287,0.9819047619047618,0.30680065980043714,0.3910277811060228,0.38790288810520845,0.3954547128571766,0.31926121372031663,tensor(0.5414),0.05555555555555555,0.0392156862745098
0.011494252873563218,0.9838095238095238,0.29850797876456825,0.3981846797327062,0.3929446726874297,0.40494153092266805,0.32275132275132273,tensor(0.2288),0.0,0.02040816326530612
0.011363636363636364,0.9833333333333333,0.3010009614586465,0.38806101765112433,0.3862537499880704,0.39173787255182013,0.33689839572192515,tensor(0.6620),0.034482758620689655,0.0
0.011363636363636364,0.9807142857142856,0.31588101088999304,0.3923493094783455,0.38152008027415063,0.4079915294399606,0.34048257372654156,tensor(0.5323),0.027777777777777776,0.0
0.046511627906976744,0.9797619047619047,0.33872667261593714,0.3844271787748904,0.37782826830808286,0.39237971190155585,0.3698630136986301,tensor(0.3241),0.07692307692307693,0.02127659574468085
0.023255813953488372,0.9876190476190476,0.3081029006613984,0.38620681350039104,0.4054973937697371,0.36402264619064284,0.32978723404255317,tensor(0.4158),0.05,0.0
0.011363636363636364,0.9785714285714285,0.34353240133902174,0.41704489514150467,0.41216226443092485,0.42171052004272513,0.3888888888888889,tensor(0.9110),0.0,0.023255813953488372
0.023529411764705882,0.9854761904761904,0.3370299811939798,0.3990664977587315,0.4006407459821039,0.3969237710102523,0.3774104683195592,tensor(0.5207),0.027777777777777776,0.02040816326530612
0.05952380952380952,0.9864285714285713,0.373369840489301,0.3775913226412699,0.3781253756248353,0.37657846353450786,0.36239782016348776,tensor(0.6871),0.034482758620689655,0.07272727272727272
0.02247191011235955,0.9771428571428571,0.36062165217576775,0.39269304119821563,0.38652953180787664,0.40024334020138025,0.39664804469273746,tensor(0.9531),0.05,0.0
0.047619047619047616,0.9871428571428571,0.3454411031426967,0.3907512152824847,0.38075008030331103,0.40545876672244563,0.366120218579235,tensor(0.6183),0.08823529411764706,0.02
0.046511627906976744,0.9902380952380953,0.3190571673555089,0.395527713112771,0.3855125537028791,0.4075972641964867,0.366120218579235,tensor(0.4399),0.05128205128205128,0.0425531914893617
0.03571428571428571,0.9895238095238095,0.3104368700986004,0.39263204538341223,0.39772955360629886,0.38728587822282423,0.33689839572192515,tensor(0.4295),0.024390243902439025,0.046511627906976744
0.011764705882352941,0.9902380952380951,0.334346540331319,0.4098382767993551,0.40743586868848647,0.4122978851033392,0.32275132275132273,tensor(0.5841),0.023809523809523808,0.0
0.0,0.9914285714285714,0.3110654218406505,0.4135126544440568,0.4189038101737961,0.40394770073000347,0.32625994694960214,tensor(0.3500),0.0,0.0
0.034482758620689655,0.9914285714285713,0.3226153159535274,0.41238607267011373,0.41259503943823755,0.4119217020742827,0.34408602150537637,tensor(0.6328),0.0,0.05
0.037037037037037035,0.9795238095238096,0.306757028467512,0.40944841719215147,0.39498459224707677,0.4266486414511595,0.3020833333333333,tensor(0.8518),0.02702702702702703,0.045454545454545456
0.03488372093023256,0.9842857142857143,0.2911951550189524,0.4321645903972199,0.43313966726409175,0.4307437641054921,0.3157894736842105,tensor(0.4604),0.02857142857142857,0.0392156862745098
0.03529411764705882,0.9861904761904762,0.28557586239454147,0.40148530653360254,0.4186475513804827,0.38025831948614475,0.3089005235602094,tensor(0.3481),0.02631578947368421,0.0425531914893617
0.05747126436781609,0.9890476190476191,0.2985364055880251,0.3959785334214555,0.39624677501677147,0.39549396795894937,0.31926121372031663,tensor(0.6390),0.0967741935483871,0.03571428571428571
0.023255813953488372,0.9888095238095236,0.2622384688248968,0.40130942321860125,0.3936701676361871,0.41486294118740114,0.3123359580052493,tensor(0.4785),0.0,0.03636363636363636
0.011494252873563218,0.9907142857142857,0.2898541914131033,0.3924115235596013,0.3849609784514886,0.40402560858107067,0.31926121372031663,tensor(0.2982),0.029411764705882353,0.0
0.022727272727272728,0.9871428571428571,0.29707502967643673,0.3899582150540592,0.38871032258026766,0.3918478808000865,0.3333333333333333,tensor(0.4797),0.0,0.03773584905660377
0.023255813953488372,0.9859523809523809,0.28909073654716144,0.38302760438530503,0.3925407921283808,0.36916553081682324,0.33689839572192515,tensor(0.3418),0.0,0.0392156862745098
0.023529411764705882,0.9907142857142857,0.2660117500741025,0.39868818526629035,0.3872005492099416,0.4143241343429876,0.32978723404255317,tensor(0.4480),0.0,0.04081632653061224
0.03488372093023256,0.9949999999999999,0.277976561378265,0.392464548764406,0.3903333643813327,0.39687914498648696,0.3157894736842105,tensor(0.2432),0.03571428571428571,0.034482758620689655
0.01098901098901099,0.9807142857142856,0.2896670120494165,0.3993343563082817,0.41138134802510695,0.38005916956136065,0.35135135135135137,tensor(0.8183),0.02857142857142857,0.0
0.03571428571428571,0.989047619047619,0.24991956916077998,0.37596294008057557,0.36946645049626153,0.3846249261929944,0.34048257372654156,tensor(0.5379),0.027777777777777776,0.041666666666666664
0.0449438202247191,0.9819047619047618,0.26748193200360865,0.37502781565605897,0.38731904493010527,0.3577536555952369,0.358695652173913,tensor(0.6585),0.02702702702702703,0.057692307692307696
0.04938271604938271,0.9885714285714285,0.296890538109063,0.3855947947498905,0.3844629611878244,0.38681369243211516,0.3333333333333333,tensor(0.8855),0.05128205128205128,0.047619047619047616
0.011904761904761904,0.985,0.26281432275646593,0.38049571499611134,0.37724468748013334,0.38483041835074866,0.3089005235602094,tensor(0.5876),0.027777777777777776,0.0
0.011904761904761904,0.9776190476190476,0.25267853460566747,0.39860935171108763,0.3873401585113498,0.4211477381105627,0.29533678756476683,tensor(0.6284),0.0,0.017857142857142856
0.011111111111111112,0.9838095238095239,0.27970551696514867,0.3897161627723911,0.37037402771669914,0.41283237296090064,0.33689839572192515,tensor(1.0170),0.024390243902439025,0.0
0.0,0.9852380952380951,0.2843719178659965,0.3972651308950281,0.40771674864638907,0.38332964055988017,0.3123359580052493,tensor(0.5238),0.0,0.0
0.022727272727272728,0.9811904761904761,0.32648813559302775,0.39968938186890884,0.3948565851077906,0.40774404313743967,0.32275132275132273,tensor(0.7824),0.030303030303030304,0.01818181818181818
0.07317073170731707,0.9864285714285714,0.29055371770759914,0.4121660274055968,0.4027838810844836,0.42931270861314874,0.2853470437017995,tensor(0.7604),0.06896551724137931,0.07547169811320754
0.04395604395604396,0.9773809523809524,0.31797875885357296,0.4317482344896462,0.4416146352903182,0.41916857346878966,0.32625994694960214,tensor(1.0123),0.05,0.0392156862745098
0.024096385542168676,0.9833333333333332,0.29065096255207495,0.37854751702780326,0.3953970241835424,0.35759948110445183,0.3157894736842105,tensor(0.6248),0.05405405405405406,0.0
0.037037037037037035,0.9823809523809522,0.2805181817348562,0.3943914694667901,0.3851996038595403,0.41087343538323795,0.2755102040816326,tensor(0.8335),0.06896551724137931,0.019230769230769232
0.06896551724137931,0.9866666666666666,0.296106877886761,0.4373044658912463,0.44252768930955794,0.4283270506410231,0.29533678756476683,tensor(0.4375),0.03125,0.09090909090909091
0.07058823529411765,0.9857142857142857,0.3164424154703719,0.4422659052082775,0.4523006026158836,0.42478610972406,0.29198966408268734,tensor(0.4816),0.03225806451612903,0.09259259259259259
0.07954545454545454,0.9745238095238095,0.306935251499487,0.4254538728995105,0.41477307444677847,0.4450927603771144,0.3333333333333333,tensor(0.9910),0.0967741935483871,0.07017543859649122
0.046511627906976744,0.9735714285714285,0.33988734652442887,0.4020341904069516,0.39032455708565217,0.41994304136893856,0.3477088948787062,tensor(0.6387),0.08823529411764706,0.019230769230769232
0.03529411764705882,0.9792857142857144,0.32978459184074643,0.38870922840265565,0.382148762482799,0.396089752562494,0.3477088948787062,tensor(0.3367),0.025,0.044444444444444446
0.04819277108433735,0.9876190476190476,0.3217368864335007,0.40572265062353413,0.406912908198569,0.40400727941245457,0.3157894736842105,tensor(0.4335),0.058823529411764705,0.04081632653061224
0.03614457831325301,0.9857142857142857,0.2979640585224102,0.390648194079021,0.385479869734238,0.3956934630822615,0.3020833333333333,tensor(0.5334),0.047619047619047616,0.024390243902439025
0.03529411764705882,0.987142857142857,0.32143686889222506,0.39922396560376944,0.3862999841056934,0.41520889008823203,0.29533678756476683,tensor(0.2899),0.05263157894736842,0.02127659574468085
0.07954545454545454,0.9857142857142857,0.2976038906714297,0.40955932774380055,0.42005586114559307,0.38452913270875705,0.3157894736842105,tensor(0.8048),0.038461538461538464,0.0967741935483871
0.03409090909090909,0.9757142857142855,0.3444520762988742,0.4016763607220369,0.39444346440176287,0.4180173487048783,0.3477088948787062,tensor(0.6456),0.037037037037037035,0.03278688524590164
0.025,0.9864285714285714,0.3124319336795189,0.3839800589702297,0.38844098393441073,0.3782445840162823,0.30548302872062666,tensor(0.8555),0.02857142857142857,0.022222222222222223
0.056818181818181816,0.9826190476190476,0.34111556640076995,0.41411254711797874,0.4255351108453565,0.3976132884006549,0.3333333333333333,tensor(0.6484),0.027777777777777776,0.07692307692307693
0.023809523809523808,0.9873809523809522,0.3094735331276536,0.40346222847881674,0.4172250671914767,0.38219238683197904,0.31926121372031663,tensor(0.4699),0.06060606060606061,0.0
0.046511627906976744,0.9878571428571428,0.29618040299290666,0.3873627071386377,0.39782219704961924,0.3747576808356599,0.32978723404255317,tensor(0.3724),0.07692307692307693,0.02127659574468085
