failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift
0.08854166666666667,0.0,0.17536967261337316,0.1606823015561951,0.1663790165563535,0.15366076911413948,0.34408602150537637,tensor(3.0949)
0.3574660633484163,0.0,0.18808578757520197,0.160590512615943,0.16405319789983785,0.15555038181382932,0.2531328320802005,tensor(1.8457)
0.2311111111111111,0.0,0.20387637271269088,0.15411234580886018,0.1522997923089149,0.15698743067084225,0.12612612612612611,tensor(1.2916)
0.38197424892703863,0.0,0.17581141068879105,0.16065240685013138,0.17093219834562026,0.14371411404506446,0.08459869848156182,tensor(1.2509)
0.36904761904761907,0.0,0.1949531604429204,0.1488490440478298,0.15441458622512172,0.13731072489978585,0.07066381156316917,tensor(1.2768)
0.38461538461538464,0.0,0.20112453526488125,0.13827092864369514,0.15299613804994608,0.11662487081650641,0.06157112526539278,tensor(1.5780)
0.373015873015873,0.9395447409733124,0.1784307940835154,0.1286404060910704,0.13563664121905042,0.11604718286070632,0.05263157894736842,tensor(1.3707)
0.35968379446640314,0.9508320251177393,0.16331826993968737,0.12582576012475688,0.1339707119750059,0.11107434732930585,0.05263157894736842,tensor(1.3174)
0.3877551020408163,0.9534065934065934,0.11522729348188544,0.13178890299207174,0.14071372644827848,0.11338145461364499,0.05042016806722689,tensor(1.6760)
0.37349397590361444,0.9469701726844585,0.11117647164322081,0.1453801058889279,0.15455817525465973,0.12702396715746445,0.04602510460251046,tensor(1.1771)
0.31007751937984496,0.9443485086342228,0.13666971612619686,0.13391275618691434,0.14459264461145863,0.11496456704659384,0.03734439834024896,tensor(1.7877)
0.352,0.9346781789638933,0.11813856801431659,0.14641563350654863,0.15414186212951278,0.13243897273916402,0.03305785123966942,tensor(1.6766)
0.36363636363636365,0.9428728414442701,0.11844085356019579,0.14026082765763911,0.14438835666966524,0.13133504616913255,0.030927835051546393,tensor(1.1235)
0.3614457831325301,0.9397959183673469,0.12941211488351337,0.13234691958206268,0.13238508350004707,0.13226629830532072,0.030927835051546393,tensor(1.4733)
0.33992094861660077,0.9415698587127158,0.11683374754351317,0.14179765956920234,0.1480305792617447,0.12990496222481082,0.03305785123966942,tensor(1.1307)
0.3557312252964427,0.9357142857142857,0.12431082529613592,0.13360833629174365,0.14035681887720314,0.12293471587596595,0.02880658436213992,tensor(1.2907)
0.3346456692913386,0.9283202511773941,0.11045021975654729,0.1321476203078356,0.1380922209809041,0.12073672016527871,0.03734439834024896,tensor(1.2414)
0.3724696356275304,0.9333594976452121,0.14329826283689756,0.12979009219286616,0.13924721181990565,0.11040883468560025,0.041666666666666664,tensor(1.3555)
0.3493975903614458,0.9275196232339089,0.12768803590051256,0.13422152496174797,0.138892442371938,0.12582437006702432,0.04602510460251046,tensor(1.4702)
0.32669322709163345,0.9149136577708007,0.13593709128668913,0.13514564817758248,0.13673648056181348,0.13214683770615862,0.0395010395010395,tensor(1.6411)
0.31496062992125984,0.9129042386185243,0.12171085547382159,0.1252365937090007,0.13157999241166315,0.11239876300123111,0.041666666666666664,tensor(1.3671)
0.3023255813953488,0.9118210361067505,0.16165481001604612,0.14052160338941716,0.1583402879216073,0.10890780825166049,0.0395010395010395,tensor(1.7727)
0.33858267716535434,0.9168759811616953,0.14575121158188362,0.13425903293274394,0.1391827585612059,0.12480774350799519,0.041666666666666664,tensor(1.2861)
0.34509803921568627,0.9254160125588695,0.14916421347099998,0.13119119243583147,0.13592185721852534,0.12322375701234732,0.04384133611691023,tensor(1.5706)
0.35856573705179284,0.9239874411302984,0.17522285203991567,0.12375651184562977,0.12899681688912645,0.1140500377309711,0.0395010395010395,tensor(1.5886)
0.34901960784313724,0.9253375196232339,0.1910158075711593,0.13014649727906147,0.13520989115581622,0.12102125996271246,0.03734439834024896,tensor(1.6377)
0.34765625,0.9289167974882259,0.2001926342205675,0.12219546839133409,0.12963168835491004,0.1072355435234341,0.03305785123966942,tensor(1.1034)
0.3153846153846154,0.9305180533751963,0.1916277495909242,0.13369953697662912,0.13847258069145624,0.1242083121184098,0.03734439834024896,tensor(1.5867)
0.36470588235294116,0.9314442700156987,0.20216473082623745,0.1290655682573553,0.1360858157857812,0.11398503652962548,0.041666666666666664,tensor(1.4651)
0.3895582329317269,0.9462323390894819,0.15993839314732994,0.1245750230410401,0.1284699410952793,0.11678518693256162,0.041666666666666664,tensor(1.3378)
0.3359683794466403,0.9328257456828885,0.17033565633893616,0.11511889473121852,0.12132236537284537,0.10462579013527556,0.04384133611691023,tensor(1.6398)
0.3359073359073359,0.9254631083202511,0.1491460545623533,0.12073798775292018,0.12368024773532972,0.1154862118703395,0.041666666666666664,tensor(1.3889)
0.3611111111111111,0.9321821036106751,0.15922212921107984,0.12892415593845696,0.13297264875413092,0.12124597990873047,0.03305785123966942,tensor(1.2031)
0.35177865612648224,0.9228100470957615,0.12804438586276287,0.12337388705299908,0.13378435603997318,0.10451937099881249,0.03305785123966942,tensor(1.4905)
0.34375,0.9295133437990583,0.11144520838792296,0.12791325379352453,0.13565540968072992,0.11543100246517303,0.05042016806722689,tensor(1.2849)
0.34765625,0.9339874411302982,0.12166878523834954,0.12736062072312854,0.13093342198092262,0.12077078729208619,0.05485232067510549,tensor(1.8672)
0.3815261044176707,0.9101255886970172,0.13401969424207036,0.13478041165920793,0.14813334064945724,0.11159620528053307,0.04602510460251046,tensor(2.5589)
0.3438735177865613,0.9138775510204081,0.10673187459445561,0.12158728397955475,0.12917344082694598,0.10897030732810387,0.04602510460251046,tensor(1.6986)
0.3661417322834646,0.9346467817896388,0.13167356644320222,0.1272774457659029,0.12884094596264825,0.12474683204539747,0.05263157894736842,tensor(1.4772)
0.3975409836065574,0.9384458398744113,0.10252475059084935,0.1338976813884418,0.13949304272863128,0.12481273985759665,0.05263157894736842,tensor(1.7075)
0.4016393442622951,0.9448822605965465,0.11687739434368692,0.13505811700341847,0.142047079461861,0.12198464605174358,0.05708245243128964,tensor(1.4171)
0.3557312252964427,0.9380533751962322,0.11671041348484067,0.12505484920605242,0.13099174572784378,0.11550685067616115,0.05263157894736842,tensor(1.2494)
0.375,0.9370329670329671,0.10901108235963691,0.12004964086205117,0.12015172748652199,0.11986402881755874,0.06382978723404255,tensor(1.5249)
0.39669421487603307,0.934756671899529,0.1239365376180943,0.13369157234877202,0.15312712928028357,0.10361760530738053,0.06837606837606838,tensor(1.2429)
0.356,0.9212558869701726,0.12526391365827746,0.13362712812968205,0.13659083645702577,0.12777027595897902,0.07066381156316917,tensor(1.5329)
0.33070866141732286,0.9212401883830456,0.1530241850285052,0.13136491823177468,0.14137196130739788,0.11645246188378729,0.08225108225108226,tensor(1.7825)
0.38461538461538464,0.937048665620094,0.15425430631549983,0.1339174741939948,0.13381569469311352,0.13412227440918245,0.06609808102345416,tensor(1.1760)
0.4156378600823045,0.9241601255886971,0.14862091578150144,0.1196873082406276,0.12525576200770444,0.10895293953300944,0.06837606837606838,tensor(2.2508)
0.3911290322580645,0.9319309262166405,0.14636650512989366,0.12970610880851097,0.128810636261823,0.13165777974360024,0.06157112526539278,tensor(1.5765)
0.38645418326693226,0.9459811616954474,0.12651885643916702,0.13329397589466285,0.14074102575716257,0.11581823221733037,0.05485232067510549,tensor(1.4670)
0.4008097165991903,0.9528885400313971,0.125871340042425,0.1341394335728365,0.13604297704652493,0.12960222036157915,0.05042016806722689,tensor(1.2803)
0.372,0.9504238618524334,0.11863474452825856,0.14278572125963165,0.14462869649493446,0.1393929713946424,0.05042016806722689,tensor(1.3258)
